Scale,county,species,mean_birds,Rank,%,check
County,East Sussex,Treecreeper,0.026,43,2.3,0
County,East Sussex,Redpoll,0.025,44,0.76,0
County,East Sussex,Lesser spotted woodpecker,0.021,45,1.83,0
County,East Sussex,Buzzard,0.021,46,1.48,0
County,East Sussex,Reed bunting,0.021,47,0.79,0
County,East Sussex,Grey wagtail,0.02,48,1.61,0
County,East Sussex,Stock dove,0.017,49,1.07,0
County,East Sussex,Grey heron,0.016,50,1.64,0
County,East Sussex,Mistle thrush,0.014,51,1.04,0
County,East Sussex,Willow tit,0.01,52,0.82,0
County,East Sussex,Kestrel,0.009,53,0.98,1
County,East Sussex,Yellowhammer,0.009,54,0.38,0
County,East Sussex,Red legged partridge,0.006,55,0.25,0
County,East Sussex,Chiffchaff,0.005,56,0.69,1
County,East Sussex,Linnet,0.003,57,0.22,0
County,East Sussex,Raven,0.002,58,0.22,1
County,East Sussex,Brambling,0.001,59,0.16,1
County,East Sussex,Great black backed gull,0.001,60,0.13,1
County,East Sussex,Little owl,0.001,61,0.09,0
County,East Sussex,Lapwing,0.001,62,0.16,1
County,East Sussex,Tawny owl,0.001,63,0.13,1
County,East Sussex,Lesser black backed gull,0.001,64,0.09,1
County,East Sussex,Barn owl,0.001,65,0.06,0
County,East Sussex,Black redstart,0.001,65,0.06,0
County,East Sussex,Skylark,0.001,65,0.06,0
County,East Sussex,Grey partridge,0,68,0.03,0
County,East Sussex,Corn bunting,0,69,0.09,
County,East Sussex,Hooded crow,0,69,0,
County,East Sussex,Meadow pipit,0,69,0.06,
County,East Sussex,Ring necked parakeet,0,69,0,
County,East Sussex,Waxwing,0,69,0,
County,East Yorkshire,House Sparrow,6.89,1,77.31,0
County,East Yorkshire,Starling,4.929,2,55.44,0
County,East Yorkshire,Blackbird,3.598,3,95.69,0
County,East Yorkshire,Woodpigeon,2.128,4,71.19,0
County,East Yorkshire,Blue Tit,2.11,5,75.67,0
County,East Yorkshire,Goldfinch,1.855,6,34.88,0
County,East Yorkshire,Collared Dove,1.796,7,66.64,0
County,East Yorkshire,Chaffinch,1.541,8,45.38,0
County,East Yorkshire,Dunnock,1.302,9,58.1,0
County,East Yorkshire,Great Tit,1.176,10,51.87,0
County,East Yorkshire,Robin,1.153,11,77.43,0
County,East Yorkshire,Tree sparrow,0.983,12,16.98,0
County,East Yorkshire,Greenfinch,0.871,13,28.15,0
County,East Yorkshire,Feral pigeon,0.7,14,18.96,0
County,East Yorkshire,Carrion crow,0.6,15,21.47,0
County,East Yorkshire,Long tailed tit,0.585,16,15.63,0
County,East Yorkshire,Coal Tit,0.507,17,30.82,0
County,East Yorkshire,Magpie,0.49,18,27.78,0
County,East Yorkshire,Wren,0.351,19,29.46,0
County,East Yorkshire,Common gull,0.276,20,5.66,0
County,East Yorkshire,Jackdaw,0.275,21,10.44,0
County,East Yorkshire,Rook,0.273,22,6.18,0
County,East Yorkshire,Pheasant,0.267,23,12.14,0
County,East Yorkshire,Song Thrush,0.149,24,12.19,0
County,East Yorkshire,Black headed gull,0.122,25,2.86,0
County,East Yorkshire,Bullfinch,0.109,26,6.07,0
County,East Yorkshire,Great spotted woodpecker,0.109,26,9.28,0
County,East Yorkshire,Sparrowhawk,0.09,28,8.87,0
County,East Yorkshire,Mallard,0.079,29,1.52,0
County,East Yorkshire,Fieldfare,0.075,30,1.23,0
County,East Yorkshire,Moorhen,0.061,31,3.21,0
County,East Yorkshire,Redwing,0.058,32,1.52,0
County,East Yorkshire,Herring gull,0.046,33,2.04,0
County,East Yorkshire,Yellowhammer,0.038,34,1.58,0
County,East Yorkshire,Pied wagtail,0.036,35,2.22,0
County,East Yorkshire,Stock dove,0.032,36,1.93,0
County,East Yorkshire,Marsh tit,0.021,37,1.58,0
County,East Yorkshire,Kestrel,0.019,38,2.04,1
County,East Yorkshire,Goldcrest,0.019,39,1.46,0
County,East Yorkshire,Reed bunting,0.019,39,1.11,0
County,East Yorkshire,Red Kite,0.018,41,0.82,0
County,East Yorkshire,Blackcap,0.016,42,1.34,0
County,East Yorkshire,Mistle thrush,0.014,43,1.11,0
County,East Yorkshire,Siskin,0.013,44,0.7,0
County,East Yorkshire,Treecreeper,0.013,45,1.23,0
County,East Yorkshire,Grey heron,0.009,46,0.82,0
County,East Yorkshire,Lesser spotted woodpecker,0.009,46,0.88,0
County,East Yorkshire,Red legged partridge,0.008,48,0.58,0
County,East Yorkshire,Buzzard,0.008,49,0.64,0
County,East Yorkshire,Barn owl,0.007,50,0.82,1
County,East Yorkshire,Grey wagtail,0.006,51,0.47,0
County,East Yorkshire,Green woodpecker,0.005,52,0.47,0
County,East Yorkshire,Willow tit,0.005,52,0.41,0
County,East Yorkshire,Nuthatch,0.004,54,0.29,0
County,East Yorkshire,Grey partridge,0.004,55,0.23,0
County,East Yorkshire,Chiffchaff,0.003,56,0.23,0
County,East Yorkshire,Linnet,0.003,56,0.23,0
County,East Yorkshire,Brambling,0.002,58,0.23,0
County,East Yorkshire,Jay,0.002,59,0.18,0
County,East Yorkshire,Redpoll,0.002,60,0.12,0
County,East Yorkshire,Skylark,0.001,61,0.23,1
County,East Yorkshire,Little owl,0.001,62,0.18,1
County,East Yorkshire,Corn bunting,0.001,63,0.12,0
County,East Yorkshire,Lapwing,0.001,64,0.18,1
County,East Yorkshire,Raven,0.001,65,0.12,1
County,East Yorkshire,Tawny owl,0.001,65,0.12,1
County,East Yorkshire,Ring necked parakeet,0.001,67,0.06,0
County,East Yorkshire,Black redstart,0,68,0,
County,East Yorkshire,Great black backed gull,0,68,0.12,
County,East Yorkshire,Hooded crow,0,68,0,
County,East Yorkshire,Lesser black backed gull,0,68,0.06,
County,East Yorkshire,Meadow pipit,0,68,0,
County,East Yorkshire,Waxwing,0,68,0,
County,Edinburgh City,House Sparrow,3.709,1,58.58,0
County,Edinburgh City,Blackbird,2.581,2,90.79,0
County,Edinburgh City,Blue Tit,2.511,3,80.22,0
County,Edinburgh City,Woodpigeon,1.734,4,69.26,0
County,Edinburgh City,Starling,1.68,5,27.34,0
County,Edinburgh City,Chaffinch,1.658,6,49.32,0
County,Edinburgh City,Feral pigeon,1.444,7,33.24,0
County,Edinburgh City,Magpie,1.299,8,59.45,0
County,Edinburgh City,Great Tit,1.175,9,52,0
County,Edinburgh City,Robin,1.133,10,80.6,0
County,Edinburgh City,Dunnock,1.029,11,50.9,0
County,Edinburgh City,Coal Tit,0.892,12,45.75,0
County,Edinburgh City,Goldfinch,0.729,13,18.19,0
County,Edinburgh City,Greenfinch,0.665,14,23.18,0
County,Edinburgh City,Carrion crow,0.64,15,27.99,0
County,Edinburgh City,Jackdaw,0.462,16,15.96,0
County,Edinburgh City,Collared Dove,0.456,17,20.49,0
County,Edinburgh City,Bullfinch,0.441,18,18.66,0
County,Edinburgh City,Long tailed tit,0.383,19,12.11,0
County,Edinburgh City,Common gull,0.288,20,6.56,0
County,Edinburgh City,Wren,0.193,21,16.69,0
County,Edinburgh City,Siskin,0.181,22,6.49,0
County,Edinburgh City,Song Thrush,0.1,23,7.94,0
County,Edinburgh City,Tree sparrow,0.081,24,1.75,0
County,Edinburgh City,Great spotted woodpecker,0.08,25,6.56,0
County,Edinburgh City,Redwing,0.08,25,2.41,0
County,Edinburgh City,Fieldfare,0.066,27,2.41,0
County,Edinburgh City,Herring gull,0.066,28,2.84,0
County,Edinburgh City,Rook,0.066,29,2.11,0
County,Edinburgh City,Blackcap,0.058,30,4.59,0
County,Edinburgh City,Black headed gull,0.056,31,1.6,0
County,Edinburgh City,Mallard,0.05,32,0.73,0
County,Edinburgh City,Pheasant,0.047,33,2.99,0
County,Edinburgh City,Yellowhammer,0.046,34,1.46,0
County,Edinburgh City,Sparrowhawk,0.042,35,4.15,0
County,Edinburgh City,Red Kite,0.031,36,1.46,0
County,Edinburgh City,Treecreeper,0.026,37,2.62,0
County,Edinburgh City,Brambling,0.026,38,1.31,0
County,Edinburgh City,Pied wagtail,0.021,39,1.24,0
County,Edinburgh City,Redpoll,0.02,40,0.51,0
County,Edinburgh City,Buzzard,0.019,41,1.31,0
County,Edinburgh City,Reed bunting,0.015,42,0.66,0
County,Edinburgh City,Stock dove,0.015,43,1.02,0
County,Edinburgh City,Hooded crow,0.012,44,1.02,0
County,Edinburgh City,Goldcrest,0.012,45,0.87,0
County,Edinburgh City,Grey heron,0.012,45,1.02,0
County,Edinburgh City,Nuthatch,0.01,47,0.73,0
County,Edinburgh City,Grey wagtail,0.009,48,0.8,0
County,Edinburgh City,Raven,0.009,48,0.73,0
County,Edinburgh City,Mistle thrush,0.006,50,0.73,1
County,Edinburgh City,Lesser spotted woodpecker,0.006,51,0.51,0
County,Edinburgh City,Moorhen,0.006,51,0.29,0
County,Edinburgh City,Red legged partridge,0.005,53,0.36,0
County,Edinburgh City,Ring necked parakeet,0.005,54,0.07,0
County,Edinburgh City,Jay,0.004,55,0.29,0
County,Edinburgh City,Green woodpecker,0.003,56,0.22,0
County,Edinburgh City,Kestrel,0.002,57,0.29,1
County,Edinburgh City,Willow tit,0.001,58,0.22,1
County,Edinburgh City,Corn bunting,0.001,59,0.22,1
County,Edinburgh City,Barn owl,0.001,60,0.15,0
County,Edinburgh City,Linnet,0.001,60,0.15,0
County,Edinburgh City,Great black backed gull,0.001,62,0.15,1
County,Edinburgh City,Lapwing,0.001,62,0.15,1
County,Edinburgh City,Little owl,0.001,64,0.07,0
County,Edinburgh City,Marsh tit,0.001,64,0.07,0
County,Edinburgh City,Skylark,0.001,64,0.07,0
County,Edinburgh City,Tawny owl,0.001,64,0.07,0
County,Edinburgh City,Black redstart,0,68,0,
County,Edinburgh City,Chiffchaff,0,68,0,
County,Edinburgh City,Grey partridge,0,68,0.07,
County,Edinburgh City,Lesser black backed gull,0,68,0.15,
County,Edinburgh City,Meadow pipit,0,68,0,
County,Edinburgh City,Waxwing,0,68,0.15,
County,Eilean Siar,Starling,20.609,1,89.69,0
County,Eilean Siar,House Sparrow,8.649,2,75.26,0
County,Eilean Siar,Greenfinch,2.558,3,45.36,0
County,Eilean Siar,Blackbird,2.547,4,85.57,0
County,Eilean Siar,Chaffinch,2.427,5,40.21,0
County,Eilean Siar,Feral pigeon,1.93,6,25.86,0
County,Eilean Siar,Collared Dove,1.49,7,41.24,0
County,Eilean Siar,Goldfinch,1.073,8,18.56,0
County,Eilean Siar,Common gull,0.982,9,24.14,0
County,Eilean Siar,Robin,0.938,10,68.04,0
County,Eilean Siar,Herring gull,0.768,11,27.59,0
County,Eilean Siar,Hooded crow,0.759,12,41.38,0
County,Eilean Siar,Carrion crow,0.579,13,10.34,0
County,Eilean Siar,Woodpigeon,0.531,14,11.34,0
County,Eilean Siar,Song Thrush,0.5,15,34.48,0
County,Eilean Siar,Dunnock,0.448,16,26.8,0
County,Eilean Siar,Coal Tit,0.344,17,18.56,0
County,Eilean Siar,Redwing,0.211,18,8.62,0
County,Eilean Siar,Wren,0.196,19,20.69,1
County,Eilean Siar,Buzzard,0.193,20,15.52,0
County,Eilean Siar,Blue Tit,0.177,21,9.28,0
County,Eilean Siar,Jackdaw,0.175,22,6.9,0
County,Eilean Siar,Raven,0.14,23,8.62,0
County,Eilean Siar,Siskin,0.14,23,3.45,0
County,Eilean Siar,Fieldfare,0.105,25,3.45,0
County,Eilean Siar,Reed bunting,0.105,25,1.72,0
County,Eilean Siar,Long tailed tit,0.104,27,1.03,0
County,Eilean Siar,Stock dove,0.088,28,3.45,0
County,Eilean Siar,Magpie,0.083,29,1.03,0
County,Eilean Siar,Black headed gull,0.07,30,3.45,0
County,Eilean Siar,Mallard,0.07,30,1.72,0
County,Eilean Siar,Great black backed gull,0.054,32,6.9,1
County,Eilean Siar,Brambling,0.053,33,1.72,0
County,Eilean Siar,Rook,0.053,33,1.72,0
County,Eilean Siar,Grey heron,0.035,35,3.45,0
County,Eilean Siar,Blackcap,0.018,36,1.72,0
County,Eilean Siar,Kestrel,0.018,36,1.72,0
County,Eilean Siar,Meadow pipit,0.018,36,1.72,0
County,Eilean Siar,Moorhen,0.018,36,1.72,0
County,Eilean Siar,Pied wagtail,0.018,36,1.72,0
County,Eilean Siar,Great Tit,0.01,41,1.03,0
County,Eilean Siar,Barn owl,0,42,0,
County,Eilean Siar,Black redstart,0,42,0,
County,Eilean Siar,Bullfinch,0,42,0,
County,Eilean Siar,Chiffchaff,0,42,0,
County,Eilean Siar,Corn bunting,0,42,0,
County,Eilean Siar,Goldcrest,0,42,0,
County,Eilean Siar,Great spotted woodpecker,0,42,0,
County,Eilean Siar,Green woodpecker,0,42,0,
County,Eilean Siar,Grey partridge,0,42,0,
County,Eilean Siar,Grey wagtail,0,42,0,
County,Eilean Siar,Jay,0,42,0,
County,Eilean Siar,Lapwing,0,42,0,
County,Eilean Siar,Lesser black backed gull,0,42,3.45,
County,Eilean Siar,Lesser spotted woodpecker,0,42,0,
County,Eilean Siar,Linnet,0,42,0,
County,Eilean Siar,Little owl,0,42,0,
County,Eilean Siar,Marsh tit,0,42,0,
County,Eilean Siar,Mistle thrush,0,42,0,
County,Eilean Siar,Nuthatch,0,42,0,
County,Eilean Siar,Pheasant,0,42,0,
County,Eilean Siar,Red Kite,0,42,0,
County,Eilean Siar,Red legged partridge,0,42,0,
County,Eilean Siar,Redpoll,0,42,0,
County,Eilean Siar,Ring necked parakeet,0,42,0,
County,Eilean Siar,Skylark,0,42,0,
County,Eilean Siar,Sparrowhawk,0,42,0,
County,Eilean Siar,Tawny owl,0,42,0,
County,Eilean Siar,Tree sparrow,0,42,0,
County,Eilean Siar,Treecreeper,0,42,0,
County,Eilean Siar,Waxwing,0,42,0,
County,Eilean Siar,Willow tit,0,42,0,
County,Eilean Siar,Yellowhammer,0,42,0,
County,Essex,Starling,4.704,1,56.42,0
County,Essex,House Sparrow,4.428,2,65.63,0
County,Essex,Blue Tit,2.843,3,83.7,0
County,Essex,Woodpigeon,2.276,4,72.58,0
County,Essex,Collared Dove,2.26,5,75.47,0
County,Essex,Blackbird,2.144,6,85.21,0
County,Essex,Great Tit,1.531,7,58.08,0
County,Essex,Chaffinch,1.408,8,45.1,0
County,Essex,Robin,1.32,9,82.74,0
County,Essex,Goldfinch,1.314,10,28.59,0
County,Essex,Magpie,1.025,11,49.99,0
County,Essex,Dunnock,0.915,12,46.17,0
County,Essex,Long tailed tit,0.814,13,23.51,0
County,Essex,Greenfinch,0.742,14,24.39,0
County,Essex,Feral pigeon,0.6,15,16.7,0
County,Essex,Carrion crow,0.451,16,18.86,0
County,Essex,Common gull,0.394,17,7.25,0
County,Essex,Coal Tit,0.336,18,16.79,0
County,Essex,Jackdaw,0.314,19,9.79,0
County,Essex,Wren,0.279,20,24.21,0
County,Essex,Pheasant,0.207,21,9.36,0
County,Essex,Fieldfare,0.206,22,3.21,0
County,Essex,Black headed gull,0.175,23,3.71,0
County,Essex,Song Thrush,0.157,24,12.43,0
County,Essex,Rook,0.155,25,3.45,0
County,Essex,Great spotted woodpecker,0.148,26,12.67,0
County,Essex,Redwing,0.143,27,3.32,0
County,Essex,Jay,0.128,28,9.26,0
County,Essex,Green woodpecker,0.096,29,8.79,0
County,Essex,Pied wagtail,0.085,30,5.92,0
County,Essex,Mallard,0.048,31,1.17,0
County,Essex,Tree sparrow,0.048,32,1.31,0
County,Essex,Moorhen,0.046,33,2.37,0
County,Essex,Bullfinch,0.044,34,2.56,0
County,Essex,Sparrowhawk,0.043,35,4.18,0
County,Essex,Redpoll,0.037,36,1.09,0
County,Essex,Herring gull,0.031,37,1.12,0
County,Essex,Grey heron,0.02,38,1.9,0
County,Essex,Siskin,0.018,39,0.73,0
County,Essex,Nuthatch,0.017,40,1.09,0
County,Essex,Stock dove,0.016,41,0.95,0
County,Essex,Grey wagtail,0.016,42,1.26,0
County,Essex,Lesser spotted woodpecker,0.015,43,1.36,0
County,Essex,Red Kite,0.014,44,0.86,0
County,Essex,Mistle thrush,0.013,45,1.16,0
County,Essex,Yellowhammer,0.012,46,0.67,0
County,Essex,Red legged partridge,0.012,47,0.67,0
County,Essex,Blackcap,0.011,48,1.07,0
County,Essex,Kestrel,0.011,49,1.16,1
County,Essex,Goldcrest,0.01,50,0.86,0
County,Essex,Buzzard,0.009,51,0.6,0
County,Essex,Reed bunting,0.008,52,0.41,0
County,Essex,Ring necked parakeet,0.006,53,0.24,0
County,Essex,Treecreeper,0.004,54,0.35,0
County,Essex,Chiffchaff,0.004,55,0.33,0
County,Essex,Marsh tit,0.003,56,0.24,0
County,Essex,Brambling,0.003,57,0.17,0
County,Essex,Barn owl,0.002,58,0.22,1
County,Essex,Little owl,0.001,59,0.21,1
County,Essex,Linnet,0.001,60,0.14,0
County,Essex,Willow tit,0.001,61,0.16,1
County,Essex,Lesser black backed gull,0.001,62,0.16,1
County,Essex,Tawny owl,0.001,62,0.16,1
County,Essex,Raven,0.001,64,0.1,0
County,Essex,Great black backed gull,0.001,65,0.24,1
County,Essex,Lapwing,0.001,66,0.21,1
County,Essex,Grey partridge,0.001,67,0.22,1
County,Essex,Corn bunting,0.001,68,0.07,1
County,Essex,Skylark,0,69,0.09,1
County,Essex,Meadow pipit,0,70,0.02,0
County,Essex,Black redstart,0,71,0.02,
County,Essex,Hooded crow,0,71,0,
County,Essex,Waxwing,0,71,0.02,
County,Falkirk,House Sparrow,5.879,1,74.4,0
County,Falkirk,Starling,4.71,2,53.57,0
County,Falkirk,Blue Tit,3.258,3,81.15,0
County,Falkirk,Blackbird,2.899,4,93.25,0
County,Falkirk,Chaffinch,2.569,5,53.37,0
County,Falkirk,Magpie,1.54,6,64.88,0
County,Falkirk,Goldfinch,1.532,7,27.78,0
County,Falkirk,Great Tit,1.505,8,50.6,0
County,Falkirk,Robin,1.382,9,88.69,0
County,Falkirk,Feral pigeon,1.37,10,30.85,0
County,Falkirk,Woodpigeon,1.365,11,55.36,0
County,Falkirk,Coal Tit,1.254,12,51.59,0
County,Falkirk,Dunnock,1.127,13,45.83,0
County,Falkirk,Carrion crow,1.085,14,35.37,0
County,Falkirk,Collared Dove,0.958,15,41.67,0
County,Falkirk,Greenfinch,0.812,16,25.79,0
County,Falkirk,Long tailed tit,0.79,17,16.27,0
County,Falkirk,Jackdaw,0.521,18,16.22,0
County,Falkirk,Siskin,0.367,19,12.77,0
County,Falkirk,Common gull,0.33,20,5.59,0
County,Falkirk,Wren,0.231,21,17.82,0
County,Falkirk,Bullfinch,0.157,22,7.71,0
County,Falkirk,Tree sparrow,0.152,23,3.99,0
County,Falkirk,Rook,0.138,24,4.79,0
County,Falkirk,Great spotted woodpecker,0.12,25,9.57,0
County,Falkirk,Redpoll,0.112,26,3.99,0
County,Falkirk,Song Thrush,0.088,27,7.71,0
County,Falkirk,Yellowhammer,0.083,28,3.46,0
County,Falkirk,Black headed gull,0.075,29,2.39,0
County,Falkirk,Sparrowhawk,0.069,30,6.91,0
County,Falkirk,Buzzard,0.056,31,3.19,0
County,Falkirk,Herring gull,0.051,32,1.86,0
County,Falkirk,Pheasant,0.04,33,2.93,0
County,Falkirk,Jay,0.037,34,1.86,0
County,Falkirk,Reed bunting,0.027,35,1.33,0
County,Falkirk,Treecreeper,0.027,35,2.66,0
County,Falkirk,Goldcrest,0.027,37,2.39,0
County,Falkirk,Mallard,0.027,37,0.53,0
County,Falkirk,Linnet,0.024,39,1.06,0
County,Falkirk,Blackcap,0.021,40,1.6,0
County,Falkirk,Pied wagtail,0.019,41,1.86,0
County,Falkirk,Hooded crow,0.016,42,1.33,0
County,Falkirk,Moorhen,0.016,43,0.53,0
County,Falkirk,Stock dove,0.016,43,0.53,0
County,Falkirk,Brambling,0.013,45,1.06,0
County,Falkirk,Grey heron,0.013,46,1.06,0
County,Falkirk,Lesser spotted woodpecker,0.013,46,1.06,0
County,Falkirk,Green woodpecker,0.011,48,0.8,0
County,Falkirk,Kestrel,0.011,48,1.06,0
County,Falkirk,Red Kite,0.008,50,0.8,0
County,Falkirk,Grey wagtail,0.005,51,0.53,0
County,Falkirk,Corn bunting,0.003,52,0.53,1
County,Falkirk,Barn owl,0.003,53,0.27,0
County,Falkirk,Fieldfare,0.003,53,0.27,0
County,Falkirk,Mistle thrush,0.003,53,0.27,0
County,Falkirk,Black redstart,0,56,0,
County,Falkirk,Chiffchaff,0,56,0,
County,Falkirk,Great black backed gull,0,56,0,
County,Falkirk,Grey partridge,0,56,0,
County,Falkirk,Lapwing,0,56,0,
County,Falkirk,Lesser black backed gull,0,56,0,
County,Falkirk,Little owl,0,56,0,
County,Falkirk,Marsh tit,0,56,0,
County,Falkirk,Meadow pipit,0,56,0,
County,Falkirk,Nuthatch,0,56,0,
County,Falkirk,Raven,0,56,0,
County,Falkirk,Red legged partridge,0,56,0,
County,Falkirk,Redwing,0,56,0,
County,Falkirk,Ring necked parakeet,0,56,0,
County,Falkirk,Skylark,0,56,0,
County,Falkirk,Tawny owl,0,56,0,
County,Falkirk,Waxwing,0,56,0,
County,Falkirk,Willow tit,0,56,0,
County,Fermanagh,Chaffinch,7.841,1,94.38,0
County,Fermanagh,House Sparrow,4.517,2,64.04,0
County,Fermanagh,Blue Tit,3.73,3,89.89,0
County,Fermanagh,Great Tit,3.472,4,79.78,0
County,Fermanagh,Goldfinch,2.727,5,50.56,0
County,Fermanagh,Coal Tit,2.371,6,74.16,0
County,Fermanagh,Starling,2.315,7,33.71,0
County,Fermanagh,Carrion crow,1.966,8,35.59,0
County,Fermanagh,Greenfinch,1.809,9,47.19,0
County,Fermanagh,Blackbird,1.416,10,76.4,0
County,Fermanagh,Magpie,1.27,11,49.44,0
County,Fermanagh,Robin,1.213,12,78.65,0
County,Fermanagh,Siskin,1.035,13,32.2,0
County,Fermanagh,Jackdaw,1.017,14,28.81,0
County,Fermanagh,Dunnock,0.843,15,32.58,0
County,Fermanagh,Collared Dove,0.697,16,30.34,0
County,Fermanagh,Woodpigeon,0.663,17,22.47,0
County,Fermanagh,Redpoll,0.621,18,15.25,0
County,Fermanagh,Long tailed tit,0.472,19,13.48,0
County,Fermanagh,Pied wagtail,0.254,20,15.25,0
County,Fermanagh,Song Thrush,0.254,20,16.95,0
County,Fermanagh,Wren,0.254,20,16.95,0
County,Fermanagh,Pheasant,0.169,23,10.17,0
County,Fermanagh,Rook,0.155,24,6.78,0
County,Fermanagh,Feral pigeon,0.153,25,8.47,0
County,Fermanagh,Hooded crow,0.105,26,8.47,0
County,Fermanagh,Redwing,0.085,27,1.69,0
County,Fermanagh,Bullfinch,0.068,28,5.08,0
County,Fermanagh,Mistle thrush,0.068,28,5.08,0
County,Fermanagh,Treecreeper,0.068,28,6.78,0
County,Fermanagh,Brambling,0.051,31,1.69,0
County,Fermanagh,Buzzard,0.051,31,1.69,0
County,Fermanagh,Blackcap,0.034,33,3.39,0
County,Fermanagh,Grey heron,0.034,33,3.39,0
County,Fermanagh,Grey wagtail,0.034,33,3.39,0
County,Fermanagh,Sparrowhawk,0.034,33,3.39,0
County,Fermanagh,Linnet,0.017,37,3.39,1
County,Fermanagh,Jay,0.017,38,1.69,0
County,Fermanagh,Willow tit,0.017,38,1.69,0
County,Fermanagh,Barn owl,0,40,0,
County,Fermanagh,Black headed gull,0,40,0,
County,Fermanagh,Black redstart,0,40,0,
County,Fermanagh,Chiffchaff,0,40,0,
County,Fermanagh,Common gull,0,40,0,
County,Fermanagh,Corn bunting,0,40,0,
County,Fermanagh,Fieldfare,0,40,0,
County,Fermanagh,Goldcrest,0,40,1.69,
County,Fermanagh,Great black backed gull,0,40,0,
County,Fermanagh,Great spotted woodpecker,0,40,0,
County,Fermanagh,Green woodpecker,0,40,0,
County,Fermanagh,Grey partridge,0,40,0,
County,Fermanagh,Herring gull,0,40,0,
County,Fermanagh,Kestrel,0,40,0,
County,Fermanagh,Lapwing,0,40,0,
County,Fermanagh,Lesser black backed gull,0,40,0,
County,Fermanagh,Lesser spotted woodpecker,0,40,0,
County,Fermanagh,Little owl,0,40,0,
County,Fermanagh,Mallard,0,40,0,
County,Fermanagh,Marsh tit,0,40,0,
County,Fermanagh,Meadow pipit,0,40,0,
County,Fermanagh,Moorhen,0,40,0,
County,Fermanagh,Nuthatch,0,40,0,
County,Fermanagh,Raven,0,40,0,
County,Fermanagh,Red Kite,0,40,0,
County,Fermanagh,Red legged partridge,0,40,0,
County,Fermanagh,Reed bunting,0,40,0,
County,Fermanagh,Ring necked parakeet,0,40,0,
County,Fermanagh,Skylark,0,40,0,
County,Fermanagh,Stock dove,0,40,0,
County,Fermanagh,Tawny owl,0,40,0,
County,Fermanagh,Tree sparrow,0,40,0,
County,Fermanagh,Waxwing,0,40,0,
County,Fermanagh,Yellowhammer,0,40,0,
